Timestamp, RAM_Available_MB, GPU_Free_MB
2026-05-08 03:35:02, 5488.32, 491
2026-05-08 03:35:32, 2745.21, 3927
2026-05-08 03:36:02, 6728.55, 332
2026-05-08 03:36:32, 6505.22, 320
2026-05-08 03:37:02, 6408.18, 316
2026-05-08 03:37:32, 6433.86, 290
2026-05-08 03:38:03, 5973.03, 319
2026-05-08 03:38:33, 5752.62, 403
2026-05-08 03:39:03, 5593.25, 388
2026-05-08 03:39:33, 5782.46, 324
2026-05-08 03:40:03, 20451.51, 6829
2026-05-08 03:40:33, 16800.05, 6453
2026-05-08 03:41:03, 12635.39, 6075
2026-05-08 03:41:33, 8490.80, 5692
2026-05-08 03:42:03, 7027.75, 264
2026-05-08 03:42:33, 6240.29, 332
2026-05-08 03:43:03, 6480.42, 290
2026-05-08 03:43:33, 6366.83, 410
2026-05-08 03:44:03, 6026.28, 2791
2026-05-08 03:44:33, 6002.67, 348
2026-05-08 03:45:03, 5711.93, 374
2026-05-08 03:45:33, 6467.78, 4700
2026-05-08 03:46:03, 6148.91, 506
2026-05-08 03:46:33, 6290.37, 360
2026-05-08 03:47:03, 5951.54, 635
2026-05-08 03:47:33, 2231.68, 4409
2026-05-08 03:48:03, 6374.55, 3176
2026-05-08 03:48:33, 6017.54, 384
2026-05-08 03:49:03, 6044.95, 391
2026-05-08 03:49:33, 5960.30, 414
2026-05-08 03:50:03, 5898.34, 410
2026-05-08 03:50:34, 18894.73, 6596
2026-05-08 03:51:04, 14960.50, 6249
2026-05-08 03:51:34, 11009.60, 5870
2026-05-08 03:52:04, 7447.86, 208
2026-05-08 03:52:34, 6838.50, 266
2026-05-08 03:53:04, 6284.48, 307
2026-05-08 03:53:34, 6788.41, 4237
2026-05-08 03:54:04, 6572.62, 301
2026-05-08 03:54:34, 6563.07, 410
2026-05-08 03:55:04, 6293.67, 403
2026-05-08 03:55:34, 5922.28, 615
2026-05-08 03:56:04, 5753.38, 392
2026-05-08 03:56:35, 6041.95, 3148
2026-05-08 03:57:05, 6001.84, 408
2026-05-08 03:57:35, 5516.74, 501
2026-05-08 03:58:05, 5520.50, 464
2026-05-08 03:58:35, 5454.04, 526
2026-05-08 03:59:05, 5607.64, 446
2026-05-08 03:59:35, 3734.25, 4382
2026-05-08 04:00:05, 6913.69, 338
2026-05-08 04:00:35, 6573.97, 472
2026-05-08 04:01:05, 6347.47, 376
2026-05-08 04:01:35, 5893.59, 404
2026-05-08 04:02:05, 5970.58, 374
2026-05-08 04:02:35, 6085.42, 346
2026-05-08 04:03:05, 5914.89, 413
2026-05-08 04:03:35, 5719.40, 433
2026-05-08 04:04:05, 23203.01, 7213
2026-05-08 04:04:35, 17754.10, 6495
2026-05-08 04:05:05, 13184.02, 6186
2026-05-08 04:05:35, 9287.61, 5764
2026-05-08 04:06:05, 5931.36, 2893
2026-05-08 04:06:35, 5568.99, 2611
2026-05-08 04:07:05, 1823.65, 2205
2026-05-08 04:07:35, 4777.56, 2595
2026-05-08 04:08:05, 16833.55, 6775
2026-05-08 04:08:36, 12887.97, 6254
2026-05-08 04:09:06, 8794.34, 6017
2026-05-08 04:09:36, 5329.81, 2858
2026-05-08 04:10:06, 5178.06, 2584
2026-05-08 04:10:36, 2809.52, 2277
2026-05-08 04:11:06, 5098.39, 2561
2026-05-08 04:11:36, 18706.33, 6962
2026-05-08 04:12:06, 14650.71, 6580
2026-05-08 04:12:36, 10840.11, 6203
2026-05-08 04:13:06, 6556.59, 5825
2026-05-08 04:13:36, 5247.68, 2888
2026-05-08 04:14:06, 4732.37, 2605
2026-05-08 04:14:36, 1082.87, 2184
2026-05-08 04:15:06, 4702.98, 2583
2026-05-08 04:15:36, 15411.14, 6570
2026-05-08 04:16:06, 11165.79, 6196
2026-05-08 04:16:36, 7811.11, 5776
2026-05-08 04:17:06, 5541.38, 2860
2026-05-08 04:17:36, 5132.85, 2582
2026-05-08 04:18:06, 2570.63, 2363
2026-05-08 04:18:36, 4958.18, 2552
2026-05-08 04:19:06, 17023.92, 6651
2026-05-08 04:19:36, 13110.48, 6352
2026-05-08 04:20:06, 9126.91, 6002
2026-05-08 04:20:37, 6025.04, 3250
2026-05-08 04:21:07, 5527.33, 2587
2026-05-08 04:21:37, 3893.05, 2311
2026-05-08 04:22:07, 5791.57, 2566
2026-05-08 04:22:37, 19152.45, 6952
2026-05-08 04:23:07, 15245.87, 6575
2026-05-08 04:23:37, 11358.82, 6196
2026-05-08 04:24:07, 7283.40, 5818
2026-05-08 04:24:37, 5951.54, 2865
2026-05-08 04:25:07, 5512.57, 2583
2026-05-08 04:25:37, 1637.34, 2169
2026-05-08 04:26:07, 4837.08, 2564
2026-05-08 04:26:37, 16939.43, 6737
2026-05-08 04:27:07, 13228.52, 6363
2026-05-08 04:27:37, 8957.98, 5861
2026-05-08 04:28:07, 5751.18, 1934
2026-05-08 04:28:37, 5310.51, 1955
2026-05-08 04:29:07, 5102.76, 1962
2026-05-08 04:29:37, 3339.91, 1677
2026-05-08 04:30:07, 6110.79, 1932
2026-05-08 04:30:37, 5170.30, 1952
2026-05-08 04:31:07, 17581.72, 6731
2026-05-08 04:31:37, 13649.82, 6357
2026-05-08 04:32:08, 9534.62, 5884
2026-05-08 04:32:38, 6594.16, 2232
2026-05-08 04:33:08, 5909.50, 2423
2026-05-08 04:33:38, 5823.92, 1879
2026-05-08 04:34:08, 5847.15, 1879
2026-05-08 04:34:38, 1635.20, 1377
2026-05-08 04:35:08, 5444.73, 1866
2026-05-08 04:35:38, 19209.94, 6923
2026-05-08 04:36:08, 15379.28, 6402
2026-05-08 04:36:38, 11193.22, 6170
2026-05-08 04:37:08, 7224.33, 5792
2026-05-08 04:37:38, 6010.10, 1865
2026-05-08 04:38:08, 5762.07, 1877
2026-05-08 04:38:38, 5491.12, 1877
2026-05-08 04:39:08, 1755.39, 1404
2026-05-08 04:39:38, 17996.13, 6669
2026-05-08 04:40:08, 14947.02, 6547
2026-05-08 04:40:38, 11001.48, 6169
2026-05-08 04:41:08, 7142.95, 5791
2026-05-08 04:41:38, 5985.21, 2092
2026-05-08 04:42:08, 5566.93, 1877
2026-05-08 04:42:38, 5470.52, 1877
2026-05-08 04:43:08, 2795.03, 1659
2026-05-08 04:43:38, 5275.04, 1861
2026-05-08 04:44:09, 5043.54, 1872
2026-05-08 04:44:39, 15821.83, 6478
2026-05-08 04:45:09, 11526.48, 6169
2026-05-08 04:45:39, 8753.58, 5980
2026-05-08 04:46:09, 5936.78, 1859
2026-05-08 04:46:39, 5499.47, 1876
2026-05-08 04:47:09, 5129.23, 1877
2026-05-08 04:47:39, 3209.66, 1569
2026-05-08 04:48:09, 5498.01, 1848
2026-05-08 04:48:39, 4877.46, 1870
2026-05-08 04:49:09, 17113.38, 6738
2026-05-08 04:49:39, 13422.51, 6214
2026-05-08 04:50:09, 9414.81, 5870
2026-05-08 04:50:39, 6400.23, 2056
2026-05-08 04:51:09, 5838.88, 4392
2026-05-08 04:51:39, 5641.80, 1875
2026-05-08 04:52:09, 5497.56, 1875
2026-05-08 04:52:39, 1574.63, 1377
2026-05-08 04:53:09, 5031.90, 1863
2026-05-08 04:53:39, 19013.50, 6870
2026-05-08 04:54:09, 15343.25, 6494
2026-05-08 04:54:39, 11087.73, 6005
2026-05-08 04:55:09, 7229.66, 5733
2026-05-08 04:55:40, 5755.08, 247
2026-05-08 04:56:10, 4809.85, 282
2026-05-08 04:56:40, 5238.77, 284
2026-05-08 04:57:10, 5084.82, 254
2026-05-08 04:57:40, 5031.46, 388
2026-05-08 04:58:10, 4764.09, 366
2026-05-08 04:58:40, 4822.51, 363
2026-05-08 04:59:10, 4832.60, 235
2026-05-08 04:59:40, 4621.50, 331
2026-05-08 05:00:10, 4558.15, 331
2026-05-08 05:00:40, 4758.26, 363
2026-05-08 05:01:10, 4797.31, 343
2026-05-08 05:01:40, 4772.34, 369
2026-05-08 05:02:10, 4575.81, 340
2026-05-08 05:02:40, 4310.42, 597
2026-05-08 05:03:10, 4446.31, 295
2026-05-08 05:03:40, 4520.46, 395
2026-05-08 05:04:10, 2731.29, 4058
2026-05-08 05:04:40, 5596.97, 333
2026-05-08 05:05:10, 5179.36, 345
2026-05-08 05:05:40, 5209.55, 371
2026-05-08 05:06:10, 4613.69, 2847
2026-05-08 05:06:40, 4552.93, 3199
2026-05-08 05:07:10, 4174.82, 374
2026-05-08 05:07:40, 4210.39, 356
2026-05-08 05:08:10, 17495.23, 6697
2026-05-08 05:08:41, 14785.93, 6509
2026-05-08 05:09:11, 10875.68, 6131
2026-05-08 05:09:41, 6945.68, 5606
2026-05-08 05:10:11, 5243.07, 273
2026-05-08 05:10:41, 5197.61, 3391
2026-05-08 05:11:11, 4428.40, 306
2026-05-08 05:11:41, 5360.24, 307
2026-05-08 05:12:11, 5058.00, 279
2026-05-08 05:12:41, 4900.68, 416
2026-05-08 05:13:11, 4721.79, 393
2026-05-08 05:13:41, 4289.36, 566
2026-05-08 05:14:11, 4616.48, 289
2026-05-08 05:14:41, 4195.34, 391
2026-05-08 05:15:11, 4510.43, 469
2026-05-08 05:15:41, 4333.75, 4565
2026-05-08 05:16:11, 4367.74, 2963
2026-05-08 05:16:41, 4339.39, 385
2026-05-08 05:17:11, 3978.68, 453
2026-05-08 05:17:41, 3844.25, 503
2026-05-08 05:18:11, 918.71, 4077
2026-05-08 05:18:41, 5016.04, 323
2026-05-08 05:19:11, 4961.79, 418
2026-05-08 05:19:41, 4246.33, 522
2026-05-08 05:20:11, 4306.74, 493
2026-05-08 05:20:41, 4175.94, 450
2026-05-08 05:21:12, 4265.31, 442
2026-05-08 05:21:42, 17658.20, 6701
2026-05-08 05:22:12, 13997.45, 6260
2026-05-08 05:22:42, 9935.58, 5881
2026-05-08 05:23:12, 6513.79, 214
2026-05-08 05:23:42, 6396.06, 222
2026-05-08 05:24:12, 5655.39, 234
2026-05-08 05:24:42, 5421.05, 232
2026-05-08 05:25:12, 5818.97, 272
2026-05-08 05:25:42, 5528.73, 247
2026-05-08 05:26:12, 5499.91, 366
2026-05-08 05:26:42, 5322.39, 384
2026-05-08 05:27:12, 5466.97, 2505
2026-05-08 05:27:42, 5089.83, 335
2026-05-08 05:28:12, 4919.05, 264
2026-05-08 05:28:42, 4642.32, 268
2026-05-08 05:29:12, 5021.04, 390
2026-05-08 05:29:42, 4980.29, 360
2026-05-08 05:30:12, 5004.54, 362
2026-05-08 05:30:42, 4929.34, 334
2026-05-08 05:31:12, 4907.82, 288
2026-05-08 05:31:42, 4667.58, 389
2026-05-08 05:32:12, 4774.12, 419
2026-05-08 05:32:42, 3175.27, 4210
2026-05-08 05:33:12, 5708.78, 343
2026-05-08 05:33:43, 5366.91, 387
2026-05-08 05:34:13, 5088.96, 338
2026-05-08 05:34:43, 4594.48, 426
2026-05-08 05:35:13, 4779.71, 370
2026-05-08 05:35:43, 4472.40, 384
2026-05-08 05:36:13, 4694.10, 331
2026-05-08 05:36:43, 17892.38, 6657
2026-05-08 05:37:13, 15043.83, 6521
2026-05-08 05:37:43, 11178.43, 5998
2026-05-08 05:38:13, 7188.86, 5765
2026-05-08 05:38:43, 5837.75, 240
2026-05-08 05:39:13, 5569.60, 240
2026-05-08 05:39:43, 5279.43, 269
2026-05-08 05:40:13, 5780.71, 2919
2026-05-08 05:40:43, 5827.28, 4202
2026-05-08 05:41:13, 5443.83, 377
2026-05-08 05:41:43, 4944.05, 480
2026-05-08 05:42:13, 4945.50, 314
2026-05-08 05:42:43, 5004.46, 258
2026-05-08 05:43:13, 4783.97, 259
2026-05-08 05:43:43, 4883.98, 367
2026-05-08 05:44:13, 5120.07, 264
2026-05-08 05:44:43, 4638.31, 408
2026-05-08 05:45:14, 4866.94, 500
2026-05-08 05:45:44, 5011.05, 306
2026-05-08 05:46:14, 4819.55, 370
2026-05-08 05:46:44, 4810.90, 3274
2026-05-08 05:47:14, 4612.32, 474
2026-05-08 05:47:44, 1001.08, 3925
2026-05-08 05:48:14, 5634.18, 3223
2026-05-08 05:48:44, 5453.96, 309
2026-05-08 05:49:14, 4698.61, 344
2026-05-08 05:49:44, 5008.79, 298
2026-05-08 05:50:14, 4776.32, 330
2026-05-08 05:50:44, 4640.78, 371
2026-05-08 05:51:14, 4806.48, 3151
2026-05-08 05:51:44, 17803.11, 6736
2026-05-08 05:52:14, 13631.80, 6362
2026-05-08 05:52:44, 10749.73, 6173
2026-05-08 05:53:14, 6830.26, 169
2026-05-08 05:53:44, 5826.65, 246
2026-05-08 05:54:14, 5875.92, 220
2026-05-08 05:54:44, 5763.84, 202
2026-05-08 05:55:14, 5715.94, 2370
2026-05-08 05:55:44, 5365.20, 312
2026-05-08 05:56:14, 5269.48, 475
2026-05-08 05:56:44, 4953.29, 420
2026-05-08 05:57:14, 5339.17, 410
2026-05-08 05:57:45, 5261.73, 376
2026-05-08 05:58:15, 5309.64, 386
2026-05-08 05:58:45, 4808.91, 3303
2026-05-08 05:59:15, 2714.29, 4351
2026-05-08 05:59:45, 5595.09, 297
2026-05-08 06:00:15, 4989.77, 357
2026-05-08 06:00:45, 4904.36, 458
2026-05-08 06:01:15, 4805.57, 435
2026-05-08 06:01:45, 4810.88, 482
2026-05-08 06:02:15, 19208.65, 6896
2026-05-08 06:02:45, 15321.08, 6522
2026-05-08 06:03:15, 11187.64, 6144
2026-05-08 06:03:45, 7162.47, 5768
2026-05-08 06:04:15, 5614.08, 276
2026-05-08 06:04:45, 5696.28, 3334
2026-05-08 06:05:15, 5000.31, 275
2026-05-08 06:05:45, 5738.66, 4340
2026-05-08 06:06:15, 5430.59, 3366
2026-05-08 06:06:45, 5271.20, 414
2026-05-08 06:07:15, 4863.61, 477
2026-05-08 06:07:45, 4837.68, 3750
2026-05-08 06:08:15, 4695.48, 368
2026-05-08 06:08:45, 4782.79, 446
2026-05-08 06:09:16, 4776.02, 393
2026-05-08 06:09:46, 4800.04, 421
2026-05-08 06:10:16, 4558.83, 609
2026-05-08 06:10:46, 4835.20, 463
2026-05-08 06:11:16, 1003.28, 4227
2026-05-08 06:11:46, 5582.97, 348
2026-05-08 06:12:16, 4934.73, 3122
2026-05-08 06:12:46, 4823.80, 315
2026-05-08 06:13:16, 4839.88, 355
2026-05-08 06:13:46, 4801.19, 345
2026-05-08 06:14:16, 4599.23, 439
2026-05-08 06:14:46, 23951.16, 7237
2026-05-08 06:15:16, 23957.74, 7233
2026-05-08 06:15:46, 23886.56, 7238
2026-05-08 06:16:16, 23887.46, 7239
2026-05-08 06:16:46, 23873.77, 7241
2026-05-08 06:17:16, 23912.74, 7241
2026-05-08 06:17:46, 23892.95, 7241
2026-05-08 06:18:16, 23871.29, 7243
2026-05-08 06:18:46, 23872.46, 7243
2026-05-08 06:19:16, 23855.33, 7243
2026-05-08 06:19:46, 23862.62, 7243
2026-05-08 06:20:16, 23851.70, 7243
2026-05-08 06:20:46, 23939.55, 7243
2026-05-08 06:21:16, 23886.69, 7243
2026-05-08 06:21:46, 23889.54, 7243
2026-05-08 06:22:17, 23888.48, 7243
2026-05-08 06:22:47, 23860.48, 7243
2026-05-08 06:23:17, 23918.73, 7248
2026-05-08 06:23:47, 23906.90, 7248
2026-05-08 06:24:17, 23831.46, 7248
2026-05-08 06:24:47, 23769.07, 7248
2026-05-08 06:25:17, 23836.53, 7248
2026-05-08 06:25:47, 23572.30, 7248
2026-05-08 06:26:17, 23776.20, 7248
2026-05-08 06:26:47, 23844.48, 7248
2026-05-08 06:27:17, 23763.54, 7248
2026-05-08 06:27:47, 23689.93, 7248
2026-05-08 06:28:17, 23672.86, 7249
2026-05-08 06:28:47, 23736.13, 7249
2026-05-08 06:29:17, 23735.02, 7249
2026-05-08 06:29:47, 23740.49, 7249
2026-05-08 06:30:17, 23741.17, 7249
2026-05-08 06:30:47, 23656.13, 7249
2026-05-08 06:31:17, 23787.50, 7249
2026-05-08 06:31:47, 23786.92, 7249
2026-05-08 06:32:17, 23784.23, 7249
2026-05-08 06:32:47, 23750.75, 7249
2026-05-08 06:33:17, 23735.32, 7249
2026-05-08 06:33:47, 23679.98, 7249
2026-05-08 06:34:17, 23708.46, 7249
2026-05-08 06:34:47, 23733.23, 7249
2026-05-08 06:35:18, 23761.98, 7249
2026-05-08 06:35:48, 23713.97, 7249
2026-05-08 06:36:18, 23700.20, 7249
2026-05-08 06:36:48, 23789.74, 7249
2026-05-08 06:37:18, 23847.80, 7249
2026-05-08 06:37:48, 23820.20, 7249
2026-05-08 06:38:18, 23765.80, 7253
2026-05-08 06:38:48, 23771.79, 7253
2026-05-08 06:39:18, 23753.59, 7253
2026-05-08 06:39:48, 23775.74, 7253
2026-05-08 06:40:18, 23841.89, 7253
2026-05-08 06:40:48, 23839.40, 7253
2026-05-08 06:41:18, 23839.69, 7253
2026-05-08 06:41:48, 23778.81, 7253
2026-05-08 06:42:18, 23765.47, 7253
2026-05-08 06:42:48, 23629.60, 7253
2026-05-08 06:43:18, 23533.27, 7253
2026-05-08 06:43:48, 23681.31, 7253
2026-05-08 06:44:18, 23673.63, 7253
2026-05-08 06:44:48, 23662.12, 7253
2026-05-08 06:45:18, 23667.36, 7253
2026-05-08 06:45:48, 23611.61, 7253
2026-05-08 06:46:18, 23725.97, 7253
2026-05-08 06:46:48, 23575.30, 7253
2026-05-08 06:47:18, 23651.32, 7253
2026-05-08 06:47:48, 23638.23, 7253
2026-05-08 06:48:18, 23703.95, 7253
2026-05-08 06:48:49, 23727.51, 7253
2026-05-08 06:49:19, 23733.68, 7253
2026-05-08 06:49:49, 23743.53, 7253
2026-05-08 06:50:19, 23753.79, 7253
2026-05-08 06:50:49, 23683.59, 7253
2026-05-08 06:51:19, 23684.71, 7253
2026-05-08 06:51:49, 23683.90, 7253
2026-05-08 06:52:19, 23653.99, 7253
2026-05-08 06:52:49, 23629.45, 7253
2026-05-08 06:53:19, 23652.82, 7253
2026-05-08 06:53:49, 23609.38, 7253
2026-05-08 06:54:19, 23674.82, 7253
2026-05-08 06:54:49, 23649.20, 7253
2026-05-08 06:55:19, 23656.68, 7253
2026-05-08 06:55:49, 23601.30, 7253
2026-05-08 06:56:19, 23650.02, 7253
2026-05-08 06:56:49, 23654.42, 7253
2026-05-08 06:57:19, 23622.65, 7253
2026-05-08 06:57:49, 23491.22, 7253
2026-05-08 06:58:19, 23632.98, 7254
2026-05-08 06:58:49, 23590.81, 7254
2026-05-08 06:59:19, 23607.00, 7254
2026-05-08 06:59:49, 23610.40, 7254
2026-05-08 07:00:19, 23675.22, 7254
2026-05-08 07:00:49, 23673.93, 7254
2026-05-08 07:01:19, 23665.44, 7254
2026-05-08 07:01:50, 23543.04, 7254
2026-05-08 07:02:20, 23586.73, 7254
2026-05-08 07:02:50, 23500.41, 7253
2026-05-08 07:03:20, 23637.11, 7253
2026-05-08 07:03:50, 23607.16, 7253
2026-05-08 07:04:20, 23600.16, 7253
2026-05-08 07:04:50, 23616.21, 7253
2026-05-08 07:05:20, 23677.29, 7253
2026-05-08 07:05:50, 23574.94, 7253
2026-05-08 07:06:20, 23622.75, 7253
2026-05-08 07:06:50, 23620.46, 7253
2026-05-08 07:07:20, 23682.43, 7253
2026-05-08 07:07:50, 23510.54, 7253
2026-05-08 07:08:20, 23590.62, 7253
2026-05-08 07:08:50, 23603.71, 7253
2026-05-08 07:09:20, 23666.58, 7253
2026-05-08 07:09:50, 23595.18, 7253
2026-05-08 07:10:20, 23595.64, 7253
2026-05-08 07:10:50, 23594.83, 7253
2026-05-08 07:11:20, 23642.96, 7253
2026-05-08 07:11:50, 23538.38, 7253
2026-05-08 07:12:20, 23539.90, 7253
2026-05-08 07:12:50, 23508.99, 7253
2026-05-08 07:13:20, 23511.98, 7253
2026-05-08 07:13:50, 23525.67, 7253
2026-05-08 07:14:20, 23576.52, 7253
2026-05-08 07:14:51, 23574.97, 7253
2026-05-08 07:15:21, 23642.54, 7253
2026-05-08 07:15:51, 23525.04, 7253
2026-05-08 07:16:21, 23575.82, 7253
2026-05-08 07:16:51, 23580.92, 7253
2026-05-08 07:17:21, 23638.47, 7253
2026-05-08 07:17:51, 23625.09, 7253
2026-05-08 07:18:21, 23635.79, 7258
2026-05-08 07:18:51, 23527.70, 7258
2026-05-08 07:19:21, 23598.12, 7258
2026-05-08 07:19:51, 23602.40, 7258
2026-05-08 07:20:21, 23664.57, 7258
2026-05-08 07:20:51, 23482.03, 7258
2026-05-08 07:21:21, 23557.03, 7258
2026-05-08 07:21:51, 23456.42, 7258
2026-05-08 07:22:21, 23536.01, 7258
2026-05-08 07:22:51, 23535.32, 7258
2026-05-08 07:23:21, 23536.02, 7258
